timestamp,treatment,eta_variation_hours,eta_variation_new,propensity_score
2021-01-01 08:00:00,1,4.958875073870871,4.1094563519819065,0.35507331816399407
2021-01-01 12:00:00,1,4.998450867180036,4.531571222956373,0.13400219391386484
2021-01-01 15:00:00,1,4.303424804937412,3.5017473165424864,0.3312552812185057
2021-01-01 16:00:00,1,4.989708554126019,4.319365527666262,0.23103302434706452
2021-01-01 22:00:00,1,4.909053828651491,4.3776180738011075,0.2518982921968529
2021-01-01 23:00:00,1,0.9536099569626236,0.3308606789633747,0.18519154079550262
2021-01-02 02:00:00,1,4.998602655490017,4.330478189831092,0.2552181680523301
2021-01-02 03:00:00,1,4.885917895729842,4.2017239451439385,0.17104612814971862
2021-01-02 18:00:00,1,4.262434370992327,3.688180938794849,0.11956631132923357
2021-01-03 01:00:00,1,4.998949503962521,4.354540645080107,0.3564912796143012
2021-01-03 12:00:00,1,4.806184185449089,4.237228721150759,0.3422460051361577
2021-01-04 01:00:00,1,4.618954317199654,4.25583514406464,0.18291327710433491
2021-01-04 06:00:00,1,4.770147677075077,3.993659646114378,0.3183098725110062
2021-01-04 07:00:00,1,-1.7161365724508677,-2.0,0.3178210901329808
2021-01-04 09:00:00,1,-0.0933093258082438,-0.5867469120585479,0.1862486343716679
2021-01-04 12:00:00,1,4.898684984980188,4.115647035141363,0.3435831466242109
2021-01-04 15:00:00,1,4.91165376193855,4.312359900384165,0.22119598931973822
2021-01-04 16:00:00,1,-1.985002341369996,-2.0,0.17794601749291133
2021-01-04 18:00:00,1,-1.7726654204577832,-2.0,0.14000891160407927
2021-01-05 03:00:00,1,4.4501459397316125,4.022360760279178,0.3026754377525252
2021-01-05 08:00:00,1,4.388316699258559,3.8837292774076775,0.27075211955170975
2021-01-05 15:00:00,1,4.999912466030163,4.143368723987823,0.34532925165174505
2021-01-05 20:00:00,1,1.2164681270243394,0.2802631762943104,0.32838334348087
2021-01-06 02:00:00,1,2.441783763649151,1.9171569599111111,0.14047719164580358
2021-01-06 15:00:00,1,4.661942204102722,3.9450214124129985,0.21598746194051008
2021-01-06 17:00:00,1,4.974443127083344,4.5074075715241655,0.14443208121279794
2021-01-06 20:00:00,1,-1.1627888297237414,-1.736531732684508,0.2955340524482719
2021-01-06 21:00:00,1,4.817456405704328,4.042267621604444,0.18901778102339015
2021-01-07 06:00:00,1,3.534077851027889,2.8504761246109087,0.36694992095492984
2021-01-07 09:00:00,1,3.237277784230093,2.733739274462266,0.1540888387041066
2021-01-07 11:00:00,1,4.809256510862962,3.927897020959154,0.30077597378105436
2021-01-07 19:00:00,1,4.951681640624183,4.191686082395741,0.37128150604244364
2021-01-08 06:00:00,1,4.848646873113424,4.0823262965113285,0.3084208932448084
2021-01-08 07:00:00,1,4.45670580976409,3.852892397630897,0.35918994012707406
2021-01-08 10:00:00,1,4.9841714139537165,4.412553077796645,0.12069730158043815
2021-01-08 13:00:00,1,4.999999934329416,4.3122829123397795,0.31729209737688624
2021-01-08 23:00:00,1,2.1502843030675374,1.3302102770008135,0.32882819336288777
2021-01-09 06:00:00,1,3.2278777721302783,2.6841902721467346,0.35879326249746984
2021-01-09 09:00:00,1,4.7151179474115805,3.8182580260968644,0.31918024409488965
2021-01-09 15:00:00,1,3.4503656833115226,2.6925653078233123,0.30339854892327717
2021-01-10 01:00:00,1,-0.6221874677406869,-1.3600909867012867,0.20939265772254928
2021-01-10 06:00:00,1,1.5754486478972378,0.6715637787711101,0.34622650517628845
2021-01-10 08:00:00,1,3.645448484905861,2.9384880164851914,0.36526984416200126
2021-01-10 11:00:00,1,4.021724899175466,3.727194890307158,0.2106721534269869
2021-01-10 12:00:00,1,3.702253297989178,2.88023782310892,0.3160407600804539
2021-01-10 21:00:00,1,4.907073873371084,4.037854676633477,0.3569624215922032
2021-01-11 02:00:00,1,-1.5368562907522851,-1.8535707259983236,0.11713284001632944
2021-01-11 04:00:00,1,0.6446645982468122,-0.027130953849098693,0.3641912041068061
2021-01-11 07:00:00,1,4.718998821955189,3.8165460460486837,0.36860465335518533
2021-01-11 08:00:00,1,3.761248712059283,3.3464616843316737,0.16812149823370184
2021-01-11 23:00:00,1,2.5919870710270283,1.8498392068904184,0.3497399337410803
2021-01-12 02:00:00,1,4.887359525121661,4.190375898153625,0.24047839056493495
2021-01-12 04:00:00,1,4.973619349248594,4.167930457097574,0.35776850079734396
2021-01-12 05:00:00,1,-0.7277864113394714,-1.4565961185491993,0.2604197489031524
2021-01-12 06:00:00,1,4.999999601161573,4.535426083470325,0.13095954438737206
2021-01-12 08:00:00,1,2.0236418379123853,1.0648024122735151,0.3151632258068297
2021-01-12 11:00:00,1,3.3872976405117283,2.6827250783248044,0.15957279823959455
2021-01-12 12:00:00,1,-1.4151010390655572,-2.0,0.3054621939572119
2021-01-12 19:00:00,1,1.560801058289946,0.815430788893743,0.35357027331288593
2021-01-12 22:00:00,1,-1.8003437892190397,-2.0,0.28847204834815304
2021-01-12 23:00:00,1,4.974086755335556,4.372392605514958,0.25324209738917813
2021-01-13 03:00:00,1,4.972233777933927,4.425113497246642,0.33232362851994185
2021-01-13 07:00:00,1,-0.8906609747420136,-1.2818488365806204,0.21516649598511542
2021-01-13 16:00:00,1,4.260445114184198,3.5083721231056777,0.253547489596744
2021-01-13 19:00:00,1,4.988198865302303,4.492771029580757,0.1985323301177802
2021-01-13 21:00:00,1,2.479095372303365,2.106003668398591,0.12618688062297612
2021-01-14 03:00:00,1,4.710411343995923,3.8936254361146325,0.3542913307501238
2021-01-14 07:00:00,1,-0.9590442003082422,-1.6861606627905423,0.3281476892555049
2021-01-14 09:00:00,1,-1.8890533039082864,-2.0,0.19763262166704154
2021-01-14 11:00:00,1,0.5644088844027353,-0.10968071952115221,0.33022840563572914
2021-01-14 13:00:00,1,4.990302666476907,4.0635095979098725,0.35863247127431425
2021-01-14 15:00:00,1,-1.8855354886792304,-2.0,0.22120922571129797
2021-01-14 16:00:00,1,4.151401954511577,3.7471828643386775,0.23056699855522717
2021-01-14 17:00:00,1,4.245522728714255,3.4644718791880944,0.3100250295813748
